City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,jalqani,12.4486,34.2186,29.07,22,0,3.59,SD,1701462984
317,zyrya,40.3661,50.2917,14.05,83,22,6.92,AZ,1701462985
318,los andes,-32.8337,-70.5983,25.01,29,1,4.36,CL,1701462985
319,vincent,34.5005,-118.1165,15.27,47,0,6.69,US,1701462985
320,melekeok village,7.4957,134.6367,27.31,89,75,2.06,PW,1701462986
321,sisimiut,66.9395,-53.6735,-2.27,79,100,2.66,GL,1701462986
322,puerto colombia,10.9878,-74.9547,30.05,70,5,7.47,CO,1701462986
323,nova borova,50.693,28.6345,-2.74,97,100,1.69,UA,1701462987
324,palu,-0.8917,119.8707,23.85,95,73,1.57,ID,1701462987
325,kailua-kona,19.6406,-155.9956,28.66,75,40,2.57,US,1701462987
326,winkler,49.1817,-97.941,2.12,41,8,4.63,CA,1701462988
327,sao gabriel da cachoeira,-0.1303,-67.0892,28.32,71,86,0.45,BR,1701462988
328,barreirinhas,-2.7469,-42.8264,27.3,72,83,4.39,BR,1701462988
329,tazovsky,67.4667,78.7,-20.14,96,95,2.5,RU,1701462750
330,zeya,53.75,127.2667,-13.62,80,0,2.4,RU,1701462989
331,klyuchi,52.2667,79.1667,-2.14,81,97,6.55,RU,1701462990
332,kabansk,52.0486,106.6528,-9.9,91,93,2.2,RU,1701462990
333,queenstown,-31.8976,26.8753,14.81,58,6,2.09,ZA,1701462990
334,port shepstone,-30.7414,30.455,20.42,85,0,9.48,ZA,1701462991
335,saguenay,48.4168,-71.0657,-0.54,80,75,4.63,CA,1701462871
336,itoman,26.1247,127.6694,19.43,65,100,8.75,JP,1701462991
337,las heras,-46.5419,-68.9359,13.99,13,86,11.44,AR,1701462991
338,al bawiti,28.3492,28.8659,16.11,69,0,4.87,EG,1701462992
339,lazaro cardenas,17.9583,-102.2,28.84,64,99,3.75,MX,1701462992
340,fortaleza,-3.7227,-38.5247,29.48,73,0,6.17,BR,1701462884
341,lycksele,64.5954,18.6735,-16.07,92,100,1.03,SE,1701462993
342,katsuura,35.1333,140.3,8.55,61,0,3.02,JP,1701462993
343,fort bragg,35.139,-79.006,18.84,75,40,2.57,US,1701462993
344,yarkovo,57.4028,67.0786,-12.08,94,41,1.11,RU,1701462994
345,bima,-8.4667,118.7167,25.34,95,100,1.69,ID,1701462994
346,dakhla,23.6848,-15.958,21.01,94,6,5.14,EH,1701462994
347,singaraja,-8.112,115.0882,26.91,85,100,2.5,ID,1701462995
348,taquarituba,-23.5331,-49.2444,31.15,47,12,1.19,BR,1701462702
349,gaspe,48.8334,-64.4819,3.95,70,40,3.09,CA,1701462952
350,bardai,11.65,7.2333,23.48,21,32,3.88,NG,1701462996
351,khash,28.2211,61.2158,12.98,49,1,1.33,IR,1701462996
352,puerto el triunfo,13.2833,-88.55,29.65,62,74,2.88,SV,1701462996
353,walvis bay,-22.9575,14.5053,18.38,79,93,6.91,NA,1701462997
354,sipalay,9.75,122.5,24.38,91,82,2.85,PH,1701462997
355,mala vyska,48.6431,31.6366,1.42,95,100,2.2,UA,1701462997
356,ta`u,-14.2336,-169.5144,27.73,83,100,8.12,AS,1701462998
357,shimoda,34.6667,138.95,5.06,70,2,4.29,JP,1701462998
358,bonthe,7.5264,-12.505,27.2,83,47,3.38,SL,1701462998
359,sur,22.5667,59.5289,23.85,65,0,1.42,OM,1701462999
360,karasu,41.071,30.7854,14.86,69,69,3.09,TR,1701462999
361,nyrob,60.733,56.7202,-5.52,95,100,2.49,RU,1701462999
362,atafu village,-8.5421,-172.5159,29.23,75,100,6.03,TK,1701462999
363,al burayqah,30.4062,19.5739,19.57,38,0,5.03,LY,1701463000
364,ascension,30.2169,-90.9001,26.12,87,100,2.06,US,1701463000
365,jieshi,22.8134,115.8257,17.18,70,100,5.24,CN,1701463000
366,kapa'a,22.0752,-159.319,23.18,88,100,3.6,US,1701463001
367,bamboo flat,11.7,92.7167,26.05,89,75,3.09,IN,1701463001
368,twin falls,42.3505,-114.6445,0.52,64,0,5.66,US,1701463001
369,preston,53.7667,-2.7167,0.48,88,21,1.69,GB,1701462780
370,manistee,44.2445,-86.3242,3.01,68,75,4.63,US,1701463002
371,pacific grove,36.6177,-121.9166,17.44,63,0,4.92,US,1701463002
372,verkhnevilyuysk,63.4453,120.3167,-35.6,99,71,2.1,RU,1701463003
373,da nang,16.0678,108.2208,24.99,88,75,5.66,VN,1701463003
374,san andres,12.5847,-81.7006,30.01,70,20,4.12,CO,1701463003
375,turpan,42.9333,89.1667,1.19,44,35,0.49,CN,1701463004
376,balabac,7.9868,117.0645,27.52,82,42,6.28,PH,1701463004
377,taltal,-25.4,-70.4833,20.01,67,22,3.98,CL,1701463004
378,sol'-iletsk,51.1631,54.9918,0.95,99,100,3.08,RU,1701463005
379,hotan,37.0997,79.9269,1.61,39,99,0.98,CN,1701463005
380,chenzhou,25.8,113.0333,8.34,78,100,1.46,CN,1701463005
381,djamaa,33.5339,5.9931,19.35,17,97,5.31,DZ,1701463006
382,shanhaiguan,39.9988,119.7564,-3.64,35,76,3.1,CN,1701463006
383,lobujya,27.95,86.8167,-13.18,38,1,0.82,NP,1701463006
384,tvoroyri,61.5556,-6.8111,5.75,63,95,9.34,FO,1701463006
385,akita,39.7167,140.1167,3.37,83,100,3.47,JP,1701463007
386,las khorey,11.1595,48.1967,26.23,48,11,3.52,SO,1701463007
387,yuzhno-kurilsk,44.0306,145.8556,1.32,64,60,6.57,RU,1701463007
388,sitka,57.0531,-135.33,6.94,61,75,7.2,US,1701463008
389,el bauga,18.262,33.9081,25.53,46,0,4.14,SD,1701463008
390,meadow lakes,61.6247,-149.6011,-0.45,67,0,3.09,US,1701463008
391,dali,25.7,100.1833,8.65,88,4,1.82,CN,1701463008
392,nadi,-17.8,177.4167,30.0,62,20,2.06,FJ,1701463009
393,puerto quijarro,-17.7833,-57.7667,36.47,31,87,2.16,BO,1701463009
394,charleston,32.7766,-79.9309,24.1,88,40,5.66,US,1701463009
395,anastacio,-20.4836,-55.8069,37.17,28,89,1.84,BR,1701462858
396,hatta,24.1167,79.6,17.55,92,11,2.25,IN,1701463010
397,carutapera,-1.195,-46.02,27.16,74,43,2.98,BR,1701463010
398,haapsalu,58.9431,23.5414,-1.68,88,100,3.64,EE,1701463010
399,akureyri,65.6835,-18.0878,-3.04,93,75,2.57,IS,1701463011
400,luanda,-8.8368,13.2343,27.0,78,20,3.09,AO,1701463011
401,istgah-e rah ahan-e garmsar,35.2346,52.3094,11.79,44,1,0.67,IR,1701463011
402,miquelon,47.0975,-56.3814,6.0,83,82,11.89,PM,1701463012
403,sabang,5.8933,95.3214,26.73,82,100,7.44,ID,1701463012
404,novokhopersk,51.0969,41.6252,2.46,98,100,6.59,RU,1701463012
405,youghal,51.95,-7.8506,2.56,93,95,0.92,IE,1701462733
406,loreto,22.2667,-101.9667,20.1,25,100,8.75,MX,1701462772
407,karachev,53.1229,34.9852,-7.11,97,92,3.72,RU,1701463013
408,markovo,57.3206,107.0881,-10.73,96,100,2.25,RU,1701463013
409,harper,4.375,-7.7169,26.38,87,51,3.68,LR,1701463014
410,broken hill,-31.95,141.4333,18.14,56,71,5.66,AU,1701463014
411,vila velha,-20.3297,-40.2925,27.97,83,40,7.2,BR,1701463014
412,nampula,-15.1165,39.2666,21.35,93,97,2.68,MZ,1701463015
413,halifax,44.6453,-63.5724,9.27,87,20,5.66,CA,1701462730
414,singkil,-7.9855,111.4161,24.18,94,100,2.66,ID,1701463015
415,lagoa,39.05,-27.9833,16.4,64,100,7.94,PT,1701463016
416,upata,8.0086,-62.3989,30.66,47,52,3.47,VE,1701463016
417,la paz,-16.5,-68.15,12.54,70,75,3.6,BO,1701462872
418,malango,-2.9627,119.9001,20.13,98,98,0.41,ID,1701463016
419,lebu,-37.6167,-73.65,13.77,80,99,4.09,CL,1701463017
420,ola,59.5833,151.2833,-8.21,77,100,4.66,RU,1701463017
421,winnipeg,49.8844,-97.147,1.68,58,20,5.14,CA,1701462812
422,sliedrecht,51.8167,4.7667,-1.06,91,8,2.24,NL,1701463018
423,achacachi,-16.05,-68.6833,11.4,69,53,4.62,BO,1701463018
424,sergeyevka,53.88,67.4158,-4.53,91,84,3.42,KZ,1701463018
425,kingston,17.997,-76.7936,32.53,63,20,9.77,JM,1701463018
426,el porvenir,13.7617,-87.3458,27.63,50,74,1.82,HN,1701463019
427,cururupu,-1.8283,-44.8683,27.21,70,71,2.41,BR,1701463019
428,midvagur,62.0511,-7.1939,2.46,80,100,1.03,FO,1701463019
429,mbekenyera,-10.0,38.9833,23.06,89,92,0.79,TZ,1701463020
430,ahar,38.4774,47.0699,5.7,44,0,2.97,IR,1701463020
431,hirara,24.8,125.2833,18.92,88,75,9.77,JP,1701463020
432,hilo,19.7297,-155.09,25.34,96,100,3.6,US,1701462961
433,zhicheng,30.2956,111.5047,6.78,60,78,0.52,CN,1701463021
434,necochea,-38.5473,-58.7368,21.39,70,42,6.09,AR,1701463021
435,seosan,36.7817,126.4522,1.1,73,98,0.29,KR,1701463022
436,remire-montjoly,4.9167,-52.2667,30.02,66,0,4.12,GF,1701463022
437,khandyga,62.6667,135.6,-37.77,100,100,0.57,RU,1701463022
438,kavaratti,10.5669,72.642,28.62,71,16,4.45,IN,1701463023
439,benguela,-12.5763,13.4055,26.16,82,45,0.74,AO,1701463023
440,tagab,34.855,69.6492,8.1,57,0,1.04,AF,1701463023
441,nova sintra,14.8667,-24.7167,22.37,77,100,4.74,CV,1701463024
442,flin flon,54.7682,-101.865,-8.09,73,100,0.0,CA,1701463024
443,st. john's,47.5649,-52.7093,3.27,90,75,8.23,CA,1701462937
444,san patricio,28.017,-97.5169,20.97,87,100,5.13,US,1701463025
445,mukalla,14.5425,49.1242,24.86,56,1,1.3,YE,1701463025
446,port saint john's,-31.6229,29.5448,21.68,89,2,6.36,ZA,1701463025
447,plastun,44.7561,136.2939,-11.28,78,4,3.31,RU,1701463026
448,toliara,-23.35,43.6667,21.64,65,0,7.67,MG,1701463026
449,sesheke,-17.4759,24.2968,23.01,61,19,2.39,ZM,1701463026
450,namibe,-15.1961,12.1522,22.35,84,66,4.22,AO,1701463027
451,amga,60.8953,131.9608,-26.26,95,100,2.31,RU,1701463027
452,riachao,-7.3619,-46.6172,31.99,33,57,1.56,BR,1701463028
453,emerald,-23.5333,148.1667,23.52,93,15,5.06,AU,1701463028
454,mana,5.6592,-53.7767,26.73,80,100,3.54,GF,1701463028
455,alexandria,31.2156,29.9553,16.3,67,0,3.95,EG,1701463005
456,papao,-17.75,-149.55,30.82,82,26,8.79,PF,1701463029
457,nicholasville,37.8806,-84.573,13.08,90,100,5.14,US,1701462961
458,fort frances,48.5999,-93.4003,0.65,71,95,4.63,CA,1701463030
459,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-14.13,64,100,5.28,RU,1701462801
460,kerikeri,-35.2268,173.9474,17.17,90,100,3.39,NZ,1701463030
461,martapura,-3.4167,114.85,25.05,100,100,0.51,ID,1701463031
462,castlegar,49.2998,-117.6689,2.38,73,100,1.1,CA,1701463031
463,noshiro,40.2039,140.0242,1.95,83,100,1.81,JP,1701463031
464,kholmsk,47.0511,142.0569,-3.87,74,100,5.04,RU,1701463032
465,lakatoro,-16.0999,167.4164,28.29,73,100,5.73,VU,1701463032
466,port blair,11.6667,92.75,26.02,89,75,3.09,IN,1701463032
467,gonzaga,44.9498,10.8209,10.32,97,100,4.1,IT,1701463033
468,valparaiso,-33.0393,-71.6273,21.13,60,0,6.69,CL,1701463033
469,khamis mushait,18.3064,42.7292,14.58,35,0,2.06,SA,1701463033
470,adi keyh,14.8444,39.3772,12.9,65,1,2.17,ER,1701462824
471,kamina,-8.7386,24.9906,17.29,98,100,0.74,CD,1701463034
472,excelsior springs,39.3392,-94.2261,4.16,91,100,4.12,US,1701462952
473,ninghai,29.2892,121.4247,4.1,47,96,1.39,CN,1701463035
474,kalix,65.853,23.1565,-13.2,93,76,4.49,SE,1701463035
475,sungai penuh,-2.0833,101.3833,18.07,96,100,0.47,ID,1701463035
476,san-pedro,4.7485,-6.6363,26.57,86,37,2.66,CI,1701463036
477,puerto santa,-8.9906,-78.6456,21.54,79,68,4.94,PE,1701463036
478,jaisalmer,26.9147,70.9181,19.28,46,0,3.21,IN,1701463036
479,evanston,42.0411,-87.6901,6.77,88,100,3.6,US,1701462762
480,brasileia,-11.0161,-68.7481,29.25,79,40,2.06,BR,1701463037
481,lompoc,34.6391,-120.4579,19.32,45,0,8.75,US,1701463037
482,nahiyat al fuhud,30.9697,46.7228,16.63,41,0,4.25,IQ,1701463038
483,masterton,-40.9597,175.6575,16.6,58,95,2.01,NZ,1701462990
484,galapa,10.8969,-74.886,29.59,70,0,6.69,CO,1701463038
485,guerrero negro,27.9769,-114.0611,19.71,55,21,8.27,MX,1701463039
486,muriti,-1.9833,32.9167,22.88,65,69,1.51,TZ,1701463039
487,wamba,8.9333,8.6,25.78,27,47,1.6,NG,1701463040
488,carnarvon,-24.8667,113.6333,22.13,83,9,6.53,AU,1701463040
489,chilecito,-29.1619,-67.4974,34.08,24,0,8.64,AR,1701463040
490,saint-francois,46.4154,3.9054,3.69,100,100,4.63,FR,1701463041
491,san juan de la maguana,18.8059,-71.2299,26.64,71,27,1.84,DO,1701463041
492,happy valley-goose bay,53.3168,-60.3315,-1.83,86,75,1.03,CA,1701463041
493,surskoye,54.4821,46.7214,-4.73,88,100,5.21,RU,1701463042
494,acapulco de juarez,16.8634,-99.8901,28.9,74,75,2.06,MX,1701462987
495,ugoofaaru,5.6667,73.0,28.11,74,92,1.69,MV,1701463043
496,jabor,5.921,169.6434,28.12,79,97,8.59,MH,1701463043
497,adiyaman,37.75,38.25,9.57,70,7,0.12,TR,1701463043
498,hacienda huancane,-15.8222,-70.8856,10.94,36,96,6.61,PE,1701463044
499,mont-dore,-22.2833,166.5833,27.99,99,0,1.0,NC,1701463044
500,kalispell,48.1958,-114.3129,-0.84,86,100,0.0,US,1701462940
501,alice springs,-23.7,133.8833,17.75,88,0,2.06,AU,1701463045
502,castillos,-34.1667,-53.8333,22.02,94,100,1.5,UY,1701463046
503,syktyvkar,61.6764,50.8099,-7.15,92,40,1.0,RU,1701462952
504,tobelo,1.7284,128.0095,26.72,85,20,1.54,ID,1701463046
505,ambalangoda,6.2355,80.0538,25.21,88,100,3.69,LK,1701463047
506,vila franca do campo,37.7167,-25.4333,17.16,99,98,2.98,PT,1701463047
507,wolmaransstad,-27.1974,25.9831,23.46,22,0,4.79,ZA,1701463047
508,mont-laurier,46.5501,-75.4993,1.79,85,99,0.78,CA,1701463048
509,whangarei,-35.7317,174.3239,15.45,82,100,2.1,NZ,1701463048
510,mar del plata,-38.0023,-57.5575,20.85,78,40,4.63,AR,1701463048
511,kyzyl-suu,42.3414,78.0056,1.43,55,2,3.78,KG,1701463049
512,summerside,46.3959,-63.7876,8.04,76,100,2.57,CA,1701463049
513,argo,37.6333,22.7333,17.1,75,96,1.84,GR,1701463049
514,guingamp,48.4167,-3.3333,3.48,78,88,2.9,FR,1701463050
515,pollock pines,38.7613,-120.5866,9.57,60,0,1.54,US,1701463050
516,bethanie,-26.4833,17.15,25.09,33,55,2.58,NA,1701463051
517,al jawf,29.5,38.75,15.74,48,0,3.64,SA,1701463051
518,polyarnyy,69.1989,33.4478,-14.23,98,94,1.8,RU,1701463051
519,axim,4.8699,-2.2405,26.66,87,8,3.27,GH,1701463052
520,coahuayana de hidalgo,18.7,-103.6583,29.49,56,99,1.97,MX,1701463052
521,hailar,49.2,119.7,-24.6,100,84,2.09,CN,1701463053
522,quang ngai,15.1167,108.8,23.25,96,100,2.47,VN,1701463053
523,tongouson,5.0214,120.1328,28.11,77,38,2.06,PH,1701463053
524,plouzane,48.3833,-4.6167,4.18,81,0,2.57,FR,1701463053
525,nantucket,41.2835,-70.0995,12.08,84,0,4.63,US,1701462814
526,moose jaw,50.4001,-105.5344,-0.85,69,75,3.6,CA,1701462754
527,cabedelo,-6.9811,-34.8339,28.37,76,4,4.73,BR,1701463054
528,plymouth,41.8334,-70.8328,12.09,73,100,4.12,US,1701462852
529,launceston,-41.45,147.1667,14.08,87,40,2.06,AU,1701463055
530,waconia,44.8508,-93.7869,2.42,55,100,2.24,US,1701463055
531,newman,37.3138,-121.0208,16.13,32,21,1.34,US,1701462860
532,usogorsk,63.4106,48.6872,-11.85,98,100,1.62,RU,1701463056
533,palopo,-2.9996,120.1921,25.12,87,80,1.18,ID,1701463057
534,siwa oasis,29.2041,25.5195,16.6,41,0,1.93,EG,1701463057
535,prado,-17.3411,-39.2208,25.66,78,100,5.38,BR,1701463057
536,sinabang,2.4803,96.3801,25.49,88,100,1.72,ID,1701463057
537,berezovyy,51.6667,135.7,-16.05,86,100,0.33,RU,1701463058
538,labrador city,52.9463,-66.9114,-11.05,67,0,1.54,CA,1701463058
539,pandan,14.0453,124.1694,26.58,85,42,6.49,PH,1701463059
540,tual,-5.6667,132.75,28.6,72,5,1.56,ID,1701463059
541,portland,45.5234,-122.6762,10.87,90,75,3.58,US,1701463059
542,penzance,50.1186,-5.5371,0.38,67,72,4.47,GB,1701463059
543,sterlibashevo,53.4376,55.2578,-1.83,98,100,1.4,RU,1701463060
544,al qusiyah,27.4402,30.8184,17.15,56,0,4.43,EG,1701463060
545,punahana,27.8667,77.2,19.21,60,25,2.69,IN,1701463061
546,santa quiteria,-4.3319,-40.1567,32.4,39,95,1.47,BR,1701463061
547,isangel,-19.55,169.2667,26.43,70,12,4.3,VU,1701463062
548,erenhot,43.6475,111.9767,-10.88,84,5,3.31,CN,1701463062
549,sao felix do xingu,-6.6447,-51.995,31.99,40,65,1.3,BR,1701463062
550,santa vitoria,-18.8386,-50.1214,32.33,40,76,1.36,BR,1701463063
551,chawang,8.4261,99.5047,23.58,91,97,1.04,TH,1701463063
552,wayne,42.2506,-83.2833,6.03,95,100,2.57,US,1701462815
553,jidd hafs,26.2186,50.5478,21.99,73,0,5.14,BH,1701463063
554,bengkulu,-3.8004,102.2655,23.54,95,99,1.19,ID,1701463064
555,parscov,45.2833,26.55,12.79,75,100,6.15,RO,1701463064
556,chadron,42.8294,-102.9999,5.82,51,0,3.13,US,1701462940
557,camayenne,9.535,-13.6878,28.05,83,20,0.0,GN,1701463065
558,porto novo,6.4965,2.6036,28.9,85,94,3.57,BJ,1701463065
559,piton saint-leu,-21.2196,55.3151,23.06,65,100,2.57,RE,1701463065
560,palmer,42.1584,-72.3287,10.28,64,100,3.6,US,1701462889
561,hobyo,5.3505,48.5268,26.6,72,17,10.16,SO,1701463066
562,darab,28.7519,54.5444,14.6,51,2,0.45,IR,1701463066
563,asha,54.9973,57.2722,-2.71,98,100,1.53,RU,1701463066
564,solleftea,63.1667,17.2667,-13.08,100,65,1.86,SE,1701463067
565,al wafrah,28.6392,47.9306,16.38,35,11,4.01,KW,1701463067
566,kupang,-10.1667,123.5833,26.32,89,75,1.54,ID,1701463067
567,grand falls-windsor,48.9332,-55.6649,3.61,90,100,1.34,CA,1701463068
568,manta,-0.95,-80.7333,27.88,69,75,4.12,EC,1701463068
569,ocean shores,46.9737,-124.1563,10.53,84,75,7.2,US,1701463068
570,alappuzha,9.49,76.3264,25.91,85,97,1.57,IN,1701463069
571,leua,48.2156,18.6071,1.88,99,100,2.12,SK,1701463069
572,tevriz,57.509,72.4042,-5.91,95,100,2.28,RU,1701463070
573,nsanje,-16.92,35.262,20.37,86,1,0.83,MW,1701463070
